"SiteID","RoomID","ApplianceID","Make","Make_Other","Model","Vintage","Serial","WiFi_Capable","Motor_Power","Motor_Power_Units","Disposal_Missing_Model_Reason","Disposal_Missing_Model_Reason_Other"
"SITE_1404","ROOM_38959","APPL_135646","InSinkErator",NA,"PRO ESSENTIAL","Unknown","#09081536912","No","0.75","HP",NA,NA
"SITE_1409","ROOM_25030","APPL_48174","InSinkErator",NA,"BADGER 5-84","Unknown","#17091387465","No","0.5","HP",NA,NA
"SITE_141","ROOM_33371","APPL_35438","Waste King",NA,"GXP33C","Unknown","Unknown","No","0.333","HP",NA,NA
"SITE_1410","ROOM_44147","APPL_157134","InSinkErator",NA,"SPACE SAVER-P-2","Unknown","#16083111292","No","0.625","HP",NA,NA
"SITE_1413","ROOM_22208","APPL_34328","Kenmore",NA,"17561090'","Unknown","#RE11867532","No","1","HP",NA,NA
"SITE_1418","ROOM_6946","APPL_73737","InSinkErator",NA,"#5-87","Unknown","#18101124376","No","0.5","HP",NA,NA
"SITE_142","ROOM_40972","APPL_160414","InSinkErator",NA,"BADGER 100-1","Unknown","#14041909520","Unknown","0.33","HP",NA,NA
"SITE_1420","ROOM_366","APPL_32499","InSinkErator",NA,"PRO 880LT-5A","Unknown","#21071390457","Unknown","0.875","HP",NA,NA
"SITE_1422","ROOM_18330","APPL_4617","InSinkErator",NA,"BADGER 500-1","Unknown","#17091272163","No","0.5","HP",NA,NA
"SITE_1423","ROOM_6830","APPL_97339","InSinkErator",NA,"5 PLUS-7","Unknown","XK 83356653","No","0.625","HP",NA,NA
"SITE_1427","ROOM_23451","APPL_13872","InSinkErator",NA,"PRO 750-2A","Unknown","#18063022633","No","0.75","HP",NA,NA
"SITE_1429","ROOM_28374","APPL_45913","InSinkErator",NA,"#5-81","Unknown","#07101865772","No","0.5","HP",NA,NA
"SITE_1432","ROOM_17754","APPL_94642","Waste King",NA,"LEGEND 111","Unknown","1F6-26957-59","No","Unknown",NA,NA,NA
"SITE_1433","ROOM_8580","APPL_122913","InSinkErator",NA,"PRO COVER CONTROL","Unknown","#09101511372","No","0.75","HP",NA,NA
"SITE_1437","ROOM_33149","APPL_29321","Other","Liberty Pump","#405","Unknown","Unknown","Unknown","0.5","HP",NA,NA
"SITE_1437","ROOM_46012","APPL_2430","Whirlpool",NA,"#GC2000XE5","Unknown","FN43925307","No","0.5","HP",NA,NA
"SITE_1439","ROOM_39789","APPL_35293","Unknown",NA,"Unknown","Unknown","Unknown","No","0.5","HP","Unknown",NA
"SITE_144","ROOM_23757","APPL_82951","InSinkErator",NA,"#1-87A","Unknown","#11061786440","No","0.33","HP",NA,NA
"SITE_1440","ROOM_3056","APPL_113599","Whirlpool",NA,"GC2000","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_1440","ROOM_41402","APPL_111583","InSinkErator",NA,"SELECT PLUS 3","Unknown","#19103042755","No","0.75","HP",NA,NA
"SITE_1441","ROOM_9374","APPL_105778","Whirlpool",NA,"#GC2000PE5","Unknown","FN13815069","No","0.5","HP",NA,NA
"SITE_1443","ROOM_3786","APPL_100618","InSinkErator",NA,"777SS","Unknown","Unknown","No","1","HP",NA,NA
"SITE_1444","ROOM_29146","APPL_93480","InSinkErator",NA,"SELECT PLUS-3","Unknown","#17113018484","Unknown","0.75","HP",NA,NA
"SITE_1445","ROOM_27096","APPL_34451","Other","American Standard","ASD-1250","Unknown","Unknown","No","1.25","HP",NA,NA
"SITE_1446","ROOM_40409","APPL_77495","InSinkErator",NA,"#5-38","Unknown","MD49891205","No","0.5","HP",NA,NA
"SITE_1447","ROOM_7862","APPL_127124","InSinkErator",NA,"BADGER 15SS","Unknown","Unknown","No","0.75","HP",NA,NA
"SITE_1449","ROOM_27761","APPL_161607","InSinkErator",NA,"BADGER 500","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_1452","ROOM_22189","APPL_165906","InSinkErator",NA,"#444","Unknown","Unknown","No","0.75","HP",NA,NA
"SITE_1454","ROOM_5293","APPL_60960","General Electric",NA,"GFC520V","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_1457","ROOM_18774","APPL_142955","InSinkErator",NA,"BADGER 5 XP","Unknown","Unknown","No","0.75","HP",NA,NA
"SITE_1458","ROOM_16969","APPL_78003","InSinkErator",NA,"#1-83","Unknown","#09091694134","No","0.33","HP",NA,NA
"SITE_146","ROOM_41287","APPL_36245","InSinkErator",NA,"SELECT PLUS-3","Unknown","#171030719","No","0.75","HP",NA,NA
"SITE_1461","ROOM_3800","APPL_170757","Waste King",NA,"Unknown","Unknown","Unknown","No","Unknown",NA,"NO NAMEPLATE",NA
"SITE_1462","ROOM_2144","APPL_172645","InSinkErator",NA,"EVOLUTION PRO750","Unknown","Unknown","No","0.75","HP",NA,NA
"SITE_1465","ROOM_34624","APPL_20879","InSinkErator",NA,"BADGER","Unknown","Unknown","No","0.75","HP",NA,NA
"SITE_1467","ROOM_38863","APPL_33358","Maytag",NA,"Unknown","Unknown","Unknown","No","Unknown",NA,"NO NAMEPLATE",NA
"SITE_1473","ROOM_6544","APPL_97912","InSinkErator",NA,"#1-87","Unknown","#16021226734","No","0.33","HP",NA,NA
"SITE_1478","ROOM_7826","APPL_89897","InSinkErator",NA,"60S","Unknown","#05021596134","No","0.625","HP",NA,NA
"SITE_1479","ROOM_18760","APPL_83994","InSinkErator",NA,"BADGER 1-90A","Unknown","#21121312404","No","0.5","HP",NA,NA
"SITE_148","ROOM_10071","APPL_145837","InSinkErator",NA,"BADGER 900-1","Unknown","#14101528242","No","0.75","HP",NA,NA
"SITE_1480","ROOM_22442","APPL_111376","Other","Master Plumber","MP35","Unknown","Unknown","No","0.33","HP",NA,NA
"SITE_1486","ROOM_41937","APPL_102995","InSinkErator",NA,"SELECT-2","Unknown","#16103002268","No","0.625","HP",NA,NA
"SITE_1487","ROOM_24380","APPL_95724","Waste King",NA,"Unknown","Unknown","Unknown","No","0.75","HP","NO NAMEPLATE",NA
"SITE_1494","ROOM_28391","APPL_128087","Kenmore",NA,"Unknown","Unknown","Unknown","Unknown","0.75","HP","NO NAMEPLATE",NA
"SITE_1496","ROOM_42740","APPL_59711","Waste King",NA,"EX75C","Unknown","2L0-072781-59","No","0.75","HP",NA,NA
"SITE_1498","ROOM_18734","APPL_39839","InSinkErator",NA,"BADGER 1","Unknown","Unknown","No","0.33","HP",NA,NA
"SITE_15","ROOM_17080","APPL_98347","InSinkErator",NA,"#5-87","Unknown","#19011050174","No","0.5","HP",NA,NA
"SITE_150","ROOM_45795","APPL_116730","InSinkErator",NA,"#5-81","Unknown","#08031763275","No","0.5","HP",NA,NA
"SITE_1504","ROOM_44065","APPL_23620","InSinkErator",NA,"BADGER 5-89A","Unknown","#20121403606","No","0.5","HP",NA,NA
"SITE_1505","ROOM_5337","APPL_141157","InSinkErator",NA,"#5-38","Unknown","KF44341579","No","0.5","HP",NA,NA
"SITE_151","ROOM_28972","APPL_115422","InSinkErator",NA,"BADGER 1-87","Unknown","#13071898158","No","0.33","HP",NA,NA
"SITE_1514","ROOM_26200","APPL_131593","InSinkErator",NA,"COMPACT-P-1","Unknown","#10041604055","No","0.75","HP",NA,NA
"SITE_1516","ROOM_16148","APPL_53168","Unknown",NA,"Unknown","Unknown","Unknown","No","Unknown",NA,"Unknown",NA
"SITE_152","ROOM_2842","APPL_120358","InSinkErator",NA,"ESSENTIAL-3A","Unknown","#18013062948","No","0.75","HP",NA,NA
"SITE_1526","ROOM_45225","APPL_166682","InSinkErator",NA,"BADGER 500-1","Unknown","#16101394812","No","0.5","HP",NA,NA
"SITE_1529","ROOM_3454","APPL_115197","Other","American Standard","ASD-1250","Unknown","Unknown","No","1.25","HP",NA,NA
"SITE_153","ROOM_42521","APPL_145017","Waste King",NA,"UNIVERSAL XPRESS MOUNT","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_1530","ROOM_15095","APPL_84441","InSinkErator",NA,"BADGER 15SS-1","Unknown","#19041218620","Unknown","0.75","HP",NA,NA
"SITE_1531","ROOM_33965","APPL_157737","InSinkErator",NA,"BADGER 7","Unknown","#03101576378","No","0.75","HP",NA,NA
"SITE_1532","ROOM_14624","APPL_101263","InSinkErator",NA,"EVOLUTION SEPTIC ASSIST","Unknown","Unknown","Unknown","Unknown",NA,NA,NA
"SITE_1533","ROOM_5493","APPL_73921","InSinkErator",NA,"405750-6","Unknown","#21021298215","No","0.5","HP",NA,NA
"SITE_1537","ROOM_15900","APPL_78864","InSinkErator",NA,"BADGER 5","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_1538","ROOM_41573","APPL_142109","InSinkErator",NA,"BADGER 5SS","Unknown","Unknown","No","0.75","HP",NA,NA
"SITE_1539","ROOM_39433","APPL_151743","Other","Evergrind","E202-3A","2019","#20021286699","No","0.5","HP",NA,NA
"SITE_154","ROOM_15707","APPL_149602","Unknown",NA,"Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Unknown",NA
"SITE_1541","ROOM_19841","APPL_92808","Whirlpool",NA,"#GC1000XE4","Unknown","FN42405032","No","0.33","HP",NA,NA
"SITE_1542","ROOM_37508","APPL_50573","Unknown",NA,"Unknown","Unknown","Unknown","Unknown","Unknown",NA,"NO NAMEPLATE",NA
"SITE_1547","ROOM_10941","APPL_166132","InSinkErator",NA,"#1-83","Unknown","#05091958248","No","0.33","HP",NA,NA
"SITE_1548","ROOM_13335","APPL_99969","InSinkErator",NA,"SISST-2","Unknown","#17093079835","No","0.75","HP",NA,NA
"SITE_1549","ROOM_19560","APPL_148583","InSinkErator",NA,"#5-81","Unknown","#05091956862","No","0.5","HP",NA,NA
"SITE_155","ROOM_608","APPL_24130","InSinkErator",NA,"BADGER 100-1","Unknown","#16021468322","No","0.33","HP",NA,NA
"SITE_1551","ROOM_4761","APPL_61454","InSinkErator",NA,"PR0333SS-1","Unknown","NL 55 1 99 8 42","No","0.75","HP",NA,NA
"SITE_1553","ROOM_36822","APPL_150619","Other","American Standard","ASD-1250","Unknown","Unknown","No","1.25","HP",NA,NA
"SITE_1555","ROOM_40837","APPL_150538","InSinkErator",NA,"PRO 750-2 A","Unknown","#18103056668","No","1","HP",NA,NA
"SITE_1556","ROOM_3414","APPL_9541","InSinkErator",NA,"#5-84","Unknown","#15021776386","No","0.5","HP",NA,NA
"SITE_1557","ROOM_36289","APPL_92512","Waste King",NA,"Unknown","Unknown","Unknown","No","0.33","HP",NA,NA
"SITE_1560","ROOM_1407","APPL_133621","Unknown",NA,"PM3APC","Unknown","1K8-68445-59","No","0.75","HP",NA,NA
"SITE_1563","ROOM_11646","APPL_157488","InSinkErator",NA,"BADGER 5XL-1","Unknown","#20071040901","No","0.5","HP",NA,NA
"SITE_1565","ROOM_5562","APPL_156637","InSinkErator",NA,"ESTEEM","Unknown","#09111542608","No","1","HP",NA,NA
"SITE_1567","ROOM_3794","APPL_154631","Other","Evergrind","E101-2","Unknown","#18081440140","No","0.33","HP",NA,NA
"SITE_157","ROOM_19028","APPL_37986","Unknown",NA,"WASTE KING 111","Unknown","Unknown","No","Unknown",NA,NA,NA
"SITE_1571","ROOM_40631","APPL_169351","InSinkErator",NA,"Unknown","Unknown","Unknown","No","0.5","HP","Unknown",NA
"SITE_1572","ROOM_17762","APPL_92521","InSinkErator",NA,"BADGER 500-3","Unknown","#20111417369","No","Unknown",NA,NA,NA
"SITE_1574","ROOM_10961","APPL_48390","InSinkErator",NA,"BADGER 5-89","Unknown","#21061123057","No","0.5","HP",NA,NA
"SITE_1575","ROOM_3006","APPL_53176","InSinkErator",NA,"#5-84","Unknown","#15121076979","No","0.5","HP",NA,NA
"SITE_1579","ROOM_28137","APPL_26763","Unknown",NA,"TITAN T-1060","Unknown","Unknown","No","Unknown",NA,NA,NA
"SITE_158","ROOM_18566","APPL_37844","Waste King",NA,"#8000","Unknown","Unknown","No","Unknown",NA,NA,NA
"SITE_1581","ROOM_41495","APPL_28728","InSinkErator",NA,"EVOLUTION SUPREME","Unknown","Unknown","No","1","HP",NA,NA
"SITE_1582","ROOM_11943","APPL_543","InSinkErator",NA,"BADGER 5","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_1586","ROOM_7725","APPL_6359","Other","Ace Hardware","#2000","Unknown","Unknown","No","0.33","HP",NA,NA
"SITE_1587","ROOM_9567","APPL_117","InSinkErator",NA,"#1-83","Unknown","#06071727962","No","0.33","HP",NA,NA
"SITE_1588","ROOM_922","APPL_53374","InSinkErator",NA,"#1-79","Unknown","SK 65517417","No","0.33","HP",NA,NA
"SITE_159","ROOM_41163","APPL_166901","InSinkErator",NA,"ESSENTIAL-1","Unknown","#13011509190","No","0.75","HP",NA,NA
"SITE_1590","ROOM_35133","APPL_57807","InSinkErator",NA,"Unknown","Unknown","Unknown","No","0.5","HP","Unknown",NA
"SITE_1592","ROOM_21855","APPL_127781","InSinkErator",NA,"PREMIER-1","Unknown","#12021634906","No","0.75","HP",NA,NA
"SITE_1594","ROOM_4566","APPL_85700","InSinkErator",NA,"PROSS","Unknown","Unknown","No","0.75","HP",NA,NA
"SITE_1596","ROOM_15632","APPL_43195","Kenmore",NA,"#175601152","Unknown","1-309-100-8669","No","1","HP",NA,NA
"SITE_1597","ROOM_42909","APPL_118824","InSinkErator",NA,"SPACE SAVER-P-2","Unknown","#18093032949","No","0.625","HP",NA,NA
"SITE_1599","ROOM_23657","APPL_36629","InSinkErator",NA,"Unknown","Unknown","Unknown","No","0.5","HP","NO NAMEPLATE",NA
"SITE_160","ROOM_11925","APPL_101405","Unknown",NA,"WASTE KING 9980","Unknown","Unknown","No","1","HP",NA,NA
"SITE_160","ROOM_11925","APPL_54858","KitchenAid",NA,"KADETTE 250","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_1600","ROOM_18086","APPL_48084","InSinkErator",NA,"#1-87A","Unknown","Unknown","No","0.33","HP",NA,NA
"SITE_1602","ROOM_13108","APPL_89811","InSinkErator",NA,"#5-84","Unknown","1-304-199-4056","No","0.5","HP",NA,NA
"SITE_1604","ROOM_32633","APPL_169730","InSinkErator",NA,"BADGER 10S","Unknown","#09021526380","No","0.75","HP",NA,NA
"SITE_1605","ROOM_16950","APPL_60185","Other","Sinkmaster","#750","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_1607","ROOM_23661","APPL_98611","Waste King",NA,"Unknown","Unknown","Unknown","No","0.75","HP","NO NAMEPLATE",NA
"SITE_1608","ROOM_29891","APPL_146278","InSinkErator",NA,"ESSENTIAL","Unknown","#08081543635","No","0.75","HP",NA,NA
"SITE_1609","ROOM_17111","APPL_89642","InSinkErator",NA,"BADGER 500","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_1611","ROOM_28725","APPL_50220","InSinkErator",NA,"BADGER 500","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_1612","ROOM_29924","APPL_168723","InSinkErator",NA,"#5-75","Unknown","VG73020256","No","0.5","HP",NA,NA
"SITE_1615","ROOM_521","APPL_108087","Other","Whirlaway","#191","Unknown","Unknown","No","0.33","HP",NA,NA
"SITE_1617","ROOM_31496","APPL_32494","InSinkErator",NA,"BADGER 500-1","Unknown","#18021286571","No","0.5","HP",NA,NA
"SITE_1617","ROOM_27227","APPL_139825","InSinkErator",NA,"PRO ESSENTIAL-2","Unknown","#13051931507","No","Unknown",NA,NA,NA
"SITE_1618","ROOM_29254","APPL_170590","Unknown",NA,"Unknown","Unknown","Unknown","No","Unknown",NA,"Unknown",NA
"SITE_1619","ROOM_12203","APPL_49007","InSinkErator",NA,"EVOLUTION PRO ESSENTIAL","Unknown","Unknown","No","Unknown",NA,NA,NA
"SITE_162","ROOM_44706","APPL_165863","Other","Badger","Unknown","Unknown","Unknown","No","0.33","HP","NO NAMEPLATE",NA
"SITE_1620","ROOM_42428","APPL_165439","InSinkErator",NA,"BADGER","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_1620","ROOM_42428","APPL_101958","InSinkErator",NA,"BADGER","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_1622","ROOM_40223","APPL_48952","InSinkErator",NA,"500-2","Unknown","#18091026055","No","0.5","HP",NA,NA
"SITE_1624","ROOM_16367","APPL_132062","Other","Master Plumber","MP65","Unknown","Unknown","No","0.625","HP",NA,NA
"SITE_1625","ROOM_33047","APPL_12354","InSinkErator",NA,"EVOLUTION PRO 750","Unknown","Unknown","No","0.75","HP",NA,NA
"SITE_1627","ROOM_26048","APPL_10343","Kenmore",NA,"#17560113","Unknown","RD 11813948","No","0.5","HP",NA,NA
"SITE_1628","ROOM_8658","APPL_161712","InSinkErator",NA,"BADGER500","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_1629","ROOM_16496","APPL_32732","InSinkErator",NA,"COMPACT-2","Unknown","#19063003385","No","0.75","HP",NA,NA
"SITE_163","ROOM_18538","APPL_71903","InSinkErator",NA,"BADGER 500-1","Unknown","#16091023237","No","0.5","HP",NA,NA
"SITE_1631","ROOM_10086","APPL_103244","InSinkErator",NA,"PRO VR CNTRL-2","Unknown","#12081846362","No","0.75","HP",NA,NA
"SITE_1631","ROOM_10086","APPL_158492","InSinkErator",NA,"PRO CVR CNTRL-2","Unknown","Unknown","No","0.75","HP",NA,NA
"SITE_1631","ROOM_17605","APPL_27180","KitchenAid",NA,"Unknown","Unknown","Unknown","No","0.5","HP","NO NAMEPLATE",NA
"SITE_1632","ROOM_9162","APPL_12410","InSinkErator",NA,"BADGER5","Unknown","78984ISE","No","0.5","HP",NA,NA
"SITE_1633","ROOM_29368","APPL_70676","InSinkErator",NA,"PRO 880LT-1","Unknown","#16013036256","No","Unknown",NA,NA,NA
"SITE_1634","ROOM_40283","APPL_107633","InSinkErator",NA,"Unknown","Unknown","Unknown","No","0.5","HP","Unknown",NA
"SITE_1635","ROOM_11530","APPL_10309","InSinkErator",NA,"BADGER","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_164","ROOM_42776","APPL_89054","InSinkErator",NA,"BADGER 5XL-1","Unknown","#21121305558","No","1","HP",NA,NA
"SITE_1640","ROOM_39871","APPL_174260","InSinkErator",NA,"#1-83","Unknown","#07071590530","No","0.33","HP",NA,NA
"SITE_1643","ROOM_11169","APPL_115657","Whirlpool",NA,"GC1000","Unknown","Unknown","No","0.33","HP",NA,NA
"SITE_1644","ROOM_26692","APPL_58389","InSinkErator",NA,"BADGER 5","Unknown","Unknown","No","Unknown",NA,NA,NA
"SITE_1645","ROOM_20256","APPL_88165","InSinkErator",NA,"SPACE SAVER-P","Unknown","#09031587322","No","0.625","HP",NA,NA
"SITE_1646","ROOM_22203","APPL_73773","InSinkErator",NA,"BADGER 5-89A","Unknown","#21081539230","No","1","HP",NA,NA
"SITE_1647","ROOM_39274","APPL_108330","Waste King",NA,"Unknown","Unknown","Unknown","No","1","HP","NO NAMEPLATE",NA
"SITE_165","ROOM_7696","APPL_96204","InSinkErator",NA,"Unknown","Unknown","Unknown","No","Unknown",NA,"NO NAMEPLATE",NA
"SITE_166","ROOM_15343","APPL_138517","InSinkErator",NA,"SELECT PLUS-1","Unknown","#15093041357","No","0.75","HP",NA,NA
"SITE_167","ROOM_46392","APPL_118580","Kenmore",NA,"#17560581","2005","#05121021206","No","0.75","HP",NA,NA
"SITE_170","ROOM_46514","APPL_18355","InSinkErator",NA,"SPACESAVER P1","Unknown","#12041562015","No","0.625","HP",NA,NA
"SITE_173","ROOM_10707","APPL_18059","InSinkErator",NA,"SPACE SAVER-P-1","Unknown","#15083041183","No","0.625","HP",NA,NA
"SITE_1730","ROOM_44019","APPL_66542","InSinkErator",NA,"BADGER9","2019","Unknown","No","0.75","HP",NA,NA
"SITE_1732","ROOM_18567","APPL_112326","InSinkErator",NA,"BADGER","Unknown","Unknown","No","1.25","HP",NA,NA
"SITE_1733","ROOM_17273","APPL_58837","InSinkErator",NA,"BAGER 5-84","Unknown","#15011837012","No","0.5","HP",NA,NA
"SITE_1735","ROOM_36695","APPL_119629","Waste King",NA,"LEGEND","Unknown","Unknown","No","Unknown",NA,NA,NA
"SITE_1739","ROOM_36066","APPL_79227","InSinkErator",NA,"BADGER 5XP","Unknown","Unknown","No","0.75","HP",NA,NA
"SITE_1741","ROOM_31929","APPL_7970","InSinkErator",NA,"EVOLUTION PRO","Unknown","Unknown","No","Unknown",NA,NA,NA
"SITE_1745","ROOM_21216","APPL_24648","Unknown",NA,"Unknown","Unknown","Unknown","No","Unknown",NA,"NO NAMEPLATE",NA
"SITE_1746","ROOM_9166","APPL_31494","Unknown",NA,"WASTE KING 9920","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_1747","ROOM_33170","APPL_107661","InSinkErator",NA,"#5-71","Unknown","#66462911","No","0.5","HP",NA,NA
"SITE_1749","ROOM_5690","APPL_172562","InSinkErator",NA,"#777","Unknown","Unknown","No","1","HP",NA,NA
"SITE_1750","ROOM_31417","APPL_156095","InSinkErator",NA,"BADGER","Unknown","Unknown","No","1","HP",NA,NA
"SITE_1752","ROOM_36657","APPL_173755","InSinkErator",NA,"BADGER 100-1","Unknown","#18111298591","No","0.33","HP",NA,NA
"SITE_1753","ROOM_33832","APPL_142328","InSinkErator",NA,"444-3","Unknown","WF 77060808","No","0.75","HP",NA,NA
"SITE_1754","ROOM_27490","APPL_74326","General Electric",NA,"GREEN05P","Unknown","MR412159L","No","Unknown",NA,NA,NA
"SITE_1757","ROOM_13173","APPL_161411","InSinkErator",NA,"#5-84","Unknown","#13061579599","No","0.5","HP",NA,NA
"SITE_1759","ROOM_31544","APPL_121016","InSinkErator",NA,"Unknown","Unknown","Unknown","Unknown","Unknown",NA,"NO NAMEPLATE",NA
"SITE_1760","ROOM_42727","APPL_9486","InSinkErator",NA,"SPACE SAVER-P-1","Unknown","#13051600064","No","0.5","HP",NA,NA
"SITE_1761","ROOM_41888","APPL_86706","InSinkErator",NA,"#1-87A","Unknown","#19031255821","No","0.5","HP",NA,NA
"SITE_1762","ROOM_32409","APPL_40643","InSinkErator",NA,"BADGER","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_1763","ROOM_15803","APPL_62472","InSinkErator",NA,"BADGER 100-1","Unknown","#17081380898","No","0.3","HP",NA,NA
"SITE_1764","ROOM_34568","APPL_33150","Waste King",NA,"SS2600","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_1768","ROOM_45980","APPL_27123","InSinkErator",NA,"BADGER 1555-1","Unknown","#16101290355","No","0.75","HP",NA,NA
"SITE_1769","ROOM_12428","APPL_127128","Waste King",NA,"GXP33C","Unknown","Unknown","No","0.33","HP",NA,NA
"SITE_1772","ROOM_46756","APPL_149919","Other","Legend - Lowes","Unknown","Unknown","Unknown","No","Unknown",NA,"NO NAMEPLATE",NA
"SITE_1773","ROOM_20348","APPL_34436","InSinkErator",NA,"BADGER","Unknown","Unknown","No","Unknown",NA,NA,NA
"SITE_1776","ROOM_22432","APPL_160994","InSinkErator",NA,"SPACE SAVER","Unknown","#06111590450","No","0.625","HP",NA,NA
"SITE_178","ROOM_13123","APPL_45686","InSinkErator",NA,"BADGER 1","Unknown","Unknown","No","0.33","HP",NA,NA
"SITE_1781","ROOM_9599","APPL_109460","InSinkErator",NA,"ESSENTIAL","Unknown","#07041522072","No","Unknown",NA,NA,NA
"SITE_1786","ROOM_13900","APPL_123592","Waste King",NA,"LEGEND 8000","2021","1F6-30914-59","No","Unknown",NA,NA,NA
"SITE_1787","ROOM_30740","APPL_7406","InSinkErator",NA,"#1-83","Unknown","#06101718689","No","1","HP",NA,NA
"SITE_179","ROOM_19354","APPL_50578","InSinkErator",NA,"PRO 750-3A","Unknown","Unknown","No","0.75","HP",NA,NA
"SITE_1791","ROOM_16505","APPL_159365","InSinkErator",NA,"#17560572","Unknown","#09041015982","No","0.75","HP",NA,NA
"SITE_1797","ROOM_46336","APPL_65486","InSinkErator",NA,"#5-84","Unknown","#14091981471","No","Unknown",NA,NA,NA
"SITE_18","ROOM_23461","APPL_129055","InSinkErator",NA,"COMPACT-P-1","Unknown","#11031680815","No","0.75","HP",NA,NA
"SITE_180","ROOM_26116","APPL_137759","InSinkErator",NA,"#5-81","2010","#10061703637","No","0.5","HP",NA,NA
"SITE_1800","ROOM_29026","APPL_30796","Other","Ace Hardware","#1000","Unknown","Unknown","No","0.33","HP",NA,NA
"SITE_1802","ROOM_3436","APPL_88962","InSinkErator",NA,"ESTEEM","Unknown","#10081732243","No","1","HP",NA,NA
"SITE_1804","ROOM_41958","APPL_47386","InSinkErator",NA,"SELECT PLUS-3","Unknown","#17103079545","No","Unknown",NA,NA,NA
"SITE_1814","ROOM_42648","APPL_3959","InSinkErator",NA,"SELECT-1","Unknown","#13041621756","No","0.625","HP",NA,NA
"SITE_1815","ROOM_3476","APPL_104457","Unknown",NA,"ASD-225-SL","2021","Unknown","No","1.25","HP",NA,NA
"SITE_1818","ROOM_43963","APPL_160650","Unknown",NA,"TITAN","Unknown","Unknown","No","1.25","HP",NA,NA
"SITE_182","ROOM_16332","APPL_25602","InSinkErator",NA,"Unknown","Unknown","Unknown","No","0.75","HP","NO NAMEPLATE",NA
"SITE_1820","ROOM_37528","APPL_35745","Other","Sinkmaster","PM1PC","Unknown","9D8-31928-9","No","0.33","HP",NA,NA
"SITE_1821","ROOM_12257","APPL_49045","Other","Whirlaway","#391","Unknown","9B1-02898-3","No","0.5","HP",NA,NA
"SITE_1822","ROOM_29042","APPL_125990","InSinkErator",NA,"COMPACT-P-1","Unknown","#12031819033","No","0.75","HP",NA,NA
"SITE_1823","ROOM_12053","APPL_128931","Waste King",NA,"ECO GREEN 1000","Unknown","0F9-18048-59","No","1","HP",NA,NA
"SITE_1824","ROOM_27125","APPL_111234","Unknown",NA,"Unknown","Unknown","Unknown","No","Unknown",NA,"NO NAMEPLATE",NA
"SITE_1825","ROOM_40182","APPL_47177","InSinkErator",NA,"5 PLUS-7","Unknown","#05091694297","No","0.5","HP",NA,NA
"SITE_1826","ROOM_39","APPL_168447","InSinkErator",NA,"#5-84","Unknown","#17031375624","No","0.5","HP",NA,NA
"SITE_1827","ROOM_29143","APPL_146240","InSinkErator",NA,"BADGER5","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_1829","ROOM_9034","APPL_115982","Other","Sinkmaster","#750","Unknown","9M3-34207-3","No","0.5","HP",NA,NA
"SITE_183","ROOM_3676","APPL_61667","InSinkErator",NA,"BADGER 5","2016","Unknown","No","0.5","HP",NA,NA
"SITE_1831","ROOM_12900","APPL_166384","InSinkErator",NA,"#1-83","Unknown","#05031735029","No","0.33","HP",NA,NA
"SITE_1832","ROOM_23818","APPL_89287","InSinkErator",NA,"BADGER 5-89A","Unknown","#20031231978","No","1","HP",NA,NA
"SITE_1833","ROOM_680","APPL_110141","InSinkErator",NA,"Unknown","Unknown","Unknown","No","0.5","HP","Unknown",NA
"SITE_1835","ROOM_24648","APPL_45190","Kenmore",NA,"Unknown","Unknown","Unknown","Unknown","1","HP","NO NAMEPLATE",NA
"SITE_1838","ROOM_26291","APPL_40116","KitchenAid",NA,"KGIC300H1","Unknown","FN94401153","No","0.5","HP",NA,NA
"SITE_1840","ROOM_2943","APPL_31999","InSinkErator",NA,"#5-81","Unknown","#04065036261","No","1","HP",NA,NA
"SITE_1841","ROOM_34312","APPL_7706","InSinkErator",NA,"PREMIER","Unknown","#08021509472","No","0.75","HP",NA,NA
"SITE_1842","ROOM_3736","APPL_168863","Waste King",NA,"LEGACY","Unknown","Unknown","No","Unknown",NA,NA,NA
"SITE_1846","ROOM_19152","APPL_165893","InSinkErator",NA,"BADGER","Unknown","Unknown","No","Unknown",NA,NA,NA
"SITE_1848","ROOM_42512","APPL_102772","InSinkErator",NA,"BADGER SXP-3","Unknown","#19011238019","No","1","HP",NA,NA
