station,ghcnd_id,note,date,DLY-TAVG-NORMAL,DLY-TMAX-NORMAL,DLY-TMIN-NORMAL,DLY-HTDD-NORMAL,DLY-CLDD-NORMAL
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-03-01,44.5,53.4,35.6,20.0,0.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-03-02,44.7,53.6,35.7,20.0,0.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-03-03,44.8,53.8,35.9,20.0,0.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-03-04,45.0,54.0,36.0,20.0,0.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-03-05,45.2,54.2,36.1,20.0,0.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-03-06,45.3,54.4,36.2,20.0,0.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-03-07,45.5,54.6,36.4,20.0,0.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-03-08,45.6,54.8,36.5,19.0,0.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-03-09,45.8,55.0,36.6,19.0,0.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-03-10,46.0,55.2,36.7,19.0,0.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-03-11,46.1,55.4,36.9,19.0,0.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-03-12,46.3,55.5,37.0,19.0,0.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-03-13,46.4,55.7,37.1,19.0,0.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-03-14,46.6,55.9,37.2,18.0,0.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-03-15,46.7,56.1,37.3,18.0,0.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-03-16,46.8,56.2,37.4,18.0,0.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-03-17,47.0,56.4,37.5,18.0,0.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-03-18,47.1,56.6,37.6,18.0,0.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-03-19,47.2,56.7,37.7,18.0,0.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-03-20,47.4,56.9,37.8,18.0,0.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-03-21,47.5,57.0,37.9,18.0,0.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-03-22,47.6,57.2,38.0,17.0,0.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-03-23,47.7,57.3,38.1,17.0,0.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-03-24,47.8,57.5,38.1,17.0,0.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-03-25,47.9,57.6,38.2,17.0,0.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-03-26,48.0,57.7,38.3,17.0,0.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-03-27,48.1,57.9,38.3,17.0,0.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-03-28,48.2,58.0,38.4,17.0,0.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-03-29,48.3,58.1,38.4,17.0,0.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-03-30,48.4,58.2,38.5,17.0,0.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-03-31,48.4,58.4,38.5,17.0,0.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-04-01,48.5,58.5,38.6,16.0,0.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-04-02,48.6,58.6,38.6,16.0,0.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-04-03,48.7,58.7,38.7,16.0,0.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-04-04,48.8,58.9,38.7,16.0,0.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-04-05,48.9,59.0,38.8,16.0,0.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-04-06,49.0,59.1,38.8,16.0,0.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-04-07,49.1,59.3,38.9,16.0,0.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-04-08,49.2,59.4,38.9,16.0,0.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-04-09,49.3,59.6,39.0,16.0,0.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-04-10,49.4,59.7,39.0,16.0,0.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-04-11,49.5,59.9,39.1,16.0,0.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-04-12,49.6,60.0,39.1,15.0,0.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-04-13,49.7,60.2,39.2,15.0,0.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-04-14,49.8,60.3,39.3,15.0,0.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-04-15,49.9,60.5,39.4,15.0,0.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-04-16,50.1,60.7,39.4,15.0,0.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-04-17,50.2,60.9,39.5,15.0,0.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-04-18,50.4,61.1,39.6,15.0,0.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-04-19,50.5,61.3,39.7,14.0,0.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-04-20,50.7,61.5,39.8,14.0,-7777.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-04-21,50.8,61.7,40.0,14.0,-7777.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-04-22,51.0,61.9,40.1,14.0,-7777.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-04-23,51.2,62.1,40.2,14.0,-7777.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-04-24,51.3,62.3,40.4,14.0,-7777.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-04-25,51.5,62.6,40.5,13.0,-7777.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-04-26,51.7,62.8,40.6,13.0,-7777.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-04-27,51.9,63.0,40.8,13.0,-7777.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-04-28,52.1,63.3,41.0,13.0,-7777.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-04-29,52.3,63.5,41.1,13.0,-7777.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-04-30,52.5,63.7,41.3,13.0,-7777.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-05-01,52.7,64.0,41.5,12.0,-7777.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-05-02,52.9,64.2,41.6,12.0,-7777.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-05-03,53.1,64.5,41.8,12.0,-7777.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-05-04,53.3,64.7,42.0,12.0,-7777.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-05-05,53.6,64.9,42.2,12.0,-7777.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-05-06,53.8,65.2,42.4,11.0,-7777.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-05-07,54.0,65.4,42.5,11.0,-7777.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-05-08,54.2,65.6,42.7,11.0,-7777.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-05-09,54.4,65.9,42.9,11.0,-7777.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-05-10,54.6,66.1,43.1,11.0,-7777.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-05-11,54.8,66.3,43.3,10.0,-7777.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-05-12,55.0,66.5,43.5,10.0,-7777.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-05-13,55.2,66.8,43.7,10.0,-7777.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-05-14,55.4,67.0,43.8,10.0,-7777.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-05-15,55.6,67.2,44.0,10.0,-7777.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-05-16,55.8,67.4,44.2,9.0,-7777.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-05-17,56.0,67.6,44.4,9.0,-7777.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-05-18,56.1,67.8,44.5,9.0,-7777.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-05-19,56.3,67.9,44.7,9.0,-7777.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-05-20,56.5,68.1,44.9,9.0,-7777.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-05-21,56.7,68.3,45.0,9.0,-7777.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-05-22,56.8,68.5,45.2,8.0,-7777.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-05-23,57.0,68.6,45.3,8.0,-7777.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-05-24,57.1,68.8,45.5,8.0,-7777.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-05-25,57.3,69.0,45.6,8.0,-7777.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-05-26,57.5,69.1,45.8,8.0,-7777.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-05-27,57.6,69.3,45.9,8.0,-7777.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-05-28,57.7,69.4,46.1,8.0,-7777.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-05-29,57.9,69.6,46.2,7.0,-7777.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-05-30,58.0,69.7,46.3,7.0,-7777.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-05-31,58.2,69.9,46.5,7.0,-7777.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-06-01,58.3,70.1,46.6,7.0,-7777.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-06-02,58.5,70.2,46.7,7.0,-7777.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-06-03,58.6,70.4,46.8,7.0,-7777.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-06-04,58.8,70.5,47.0,7.0,-7777.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-06-05,58.9,70.7,47.1,7.0,-7777.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-06-06,59.1,70.9,47.2,6.0,-7777.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-06-07,59.2,71.1,47.4,6.0,-7777.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-06-08,59.4,71.3,47.5,6.0,-7777.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-06-09,59.5,71.5,47.6,6.0,-7777.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-06-10,59.7,71.7,47.7,6.0,1.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-06-11,59.9,71.9,47.9,6.0,1.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-06-12,60.0,72.1,48.0,6.0,1.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-06-13,60.2,72.3,48.1,5.0,1.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-06-14,60.4,72.5,48.3,5.0,1.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-06-15,60.6,72.8,48.4,5.0,1.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-06-16,60.8,73.0,48.5,5.0,1.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-06-17,61.0,73.3,48.7,5.0,1.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-06-18,61.2,73.6,48.8,5.0,1.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-06-19,61.4,73.8,48.9,5.0,1.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-06-20,61.6,74.1,49.1,4.0,1.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-06-21,61.8,74.4,49.2,4.0,1.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-06-22,62.0,74.7,49.4,4.0,1.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-06-23,62.3,75.0,49.5,4.0,1.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-06-24,62.5,75.3,49.7,4.0,1.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-06-25,62.7,75.7,49.8,4.0,1.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-06-26,63.0,76.0,49.9,3.0,1.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-06-27,63.2,76.3,50.1,3.0,1.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-06-28,63.4,76.6,50.2,3.0,2.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-06-29,63.7,77.0,50.4,3.0,2.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-06-30,63.9,77.3,50.5,3.0,2.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-07-01,64.2,77.7,50.6,3.0,2.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-07-02,64.4,78.0,50.8,2.0,2.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-07-03,64.6,78.4,50.9,2.0,2.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-07-04,64.9,78.7,51.0,2.0,2.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-07-05,65.1,79.0,51.1,2.0,2.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-07-06,65.3,79.4,51.3,2.0,2.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-07-07,65.5,79.7,51.4,2.0,2.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-07-08,65.7,80.0,51.5,2.0,2.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-07-09,65.9,80.3,51.6,2.0,2.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-07-10,66.1,80.6,51.7,1.0,3.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-07-11,66.3,80.9,51.8,1.0,3.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-07-12,66.5,81.2,51.8,1.0,3.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-07-13,66.7,81.5,51.9,1.0,3.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-07-14,66.9,81.7,52.0,1.0,3.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-07-15,67.0,82.0,52.0,1.0,3.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-07-16,67.1,82.2,52.1,1.0,3.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-07-17,67.3,82.4,52.1,1.0,3.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-07-18,67.4,82.6,52.2,1.0,3.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-07-19,67.5,82.8,52.2,1.0,3.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-07-20,67.6,83.0,52.2,1.0,4.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-07-21,67.7,83.2,52.2,1.0,4.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-07-22,67.8,83.3,52.2,1.0,4.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-07-23,67.8,83.5,52.2,1.0,4.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-07-24,67.9,83.6,52.2,1.0,4.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-07-25,67.9,83.7,52.2,1.0,4.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-07-26,68.0,83.8,52.2,1.0,4.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-07-27,68.0,83.8,52.2,1.0,4.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-07-28,68.0,83.9,52.1,1.0,4.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-07-29,68.0,83.9,52.1,1.0,4.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-07-30,68.0,83.9,52.1,1.0,4.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-07-31,68.0,83.9,52.0,1.0,4.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-08-01,68.0,83.9,52.0,1.0,4.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-08-02,67.9,83.9,51.9,1.0,4.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-08-03,67.9,83.9,51.9,1.0,4.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-08-04,67.8,83.9,51.8,1.0,4.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-08-05,67.8,83.8,51.8,1.0,4.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-08-06,67.7,83.8,51.7,1.0,4.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-08-07,67.7,83.7,51.7,1.0,4.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-08-08,67.6,83.6,51.6,1.0,4.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-08-09,67.5,83.5,51.5,1.0,3.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-08-10,67.4,83.4,51.5,1.0,3.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-08-11,67.4,83.3,51.4,1.0,3.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-08-12,67.3,83.2,51.4,1.0,3.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-08-13,67.2,83.1,51.3,1.0,3.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-08-14,67.1,83.0,51.2,1.0,3.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-08-15,67.0,82.9,51.2,1.0,3.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-08-16,66.9,82.7,51.1,1.0,3.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-08-17,66.8,82.6,51.1,1.0,3.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-08-18,66.7,82.5,51.0,1.0,3.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-08-19,66.7,82.4,50.9,1.0,3.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-08-20,66.6,82.2,50.9,1.0,3.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-08-21,66.5,82.1,50.8,1.0,3.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-08-22,66.4,82.0,50.8,1.0,3.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-08-23,66.3,81.8,50.7,1.0,2.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-08-24,66.2,81.7,50.6,1.0,2.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-08-25,66.1,81.5,50.6,1.0,2.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-08-26,65.9,81.4,50.5,1.0,2.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-08-27,65.8,81.2,50.4,1.0,2.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-08-28,65.7,81.1,50.3,2.0,2.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-08-29,65.6,80.9,50.3,2.0,2.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-08-30,65.5,80.8,50.2,2.0,2.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-08-31,65.4,80.6,50.1,2.0,2.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-09-01,65.2,80.5,50.0,2.0,2.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-09-02,65.1,80.3,49.9,2.0,2.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-09-03,65.0,80.1,49.8,2.0,2.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-09-04,64.8,80.0,49.7,2.0,2.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-09-05,64.7,79.8,49.6,2.0,2.0
KCVO,GHCND:USC00351862,"Corvallis State University, OR",2010-09-06,64.5,79.6,49.5,2.0,2.0
