station,ghcnd_id,date,DLY-TAVG-NORMAL,DLY-TMAX-NORMAL,DLY-TMIN-NORMAL,DLY-HTDD-NORMAL,DLY-CLDD-NORMAL
KTTD,GHCND:USW00024242,2010-02-11,42.1,49.0,35.2,23.0,0.0
KTTD,GHCND:USW00024242,2010-02-12,42.2,49.2,35.3,23.0,0.0
KTTD,GHCND:USW00024242,2010-02-13,42.3,49.4,35.3,23.0,0.0
KTTD,GHCND:USW00024242,2010-02-14,42.4,49.5,35.4,23.0,0.0
KTTD,GHCND:USW00024242,2010-02-15,42.5,49.7,35.4,22.0,0.0
KTTD,GHCND:USW00024242,2010-02-16,42.7,49.9,35.4,22.0,0.0
KTTD,GHCND:USW00024242,2010-02-17,42.8,50.1,35.5,22.0,0.0
KTTD,GHCND:USW00024242,2010-02-18,42.9,50.2,35.6,22.0,0.0
KTTD,GHCND:USW00024242,2010-02-19,43.0,50.4,35.6,22.0,0.0
KTTD,GHCND:USW00024242,2010-02-20,43.2,50.6,35.7,22.0,0.0
KTTD,GHCND:USW00024242,2010-02-21,43.3,50.9,35.8,22.0,0.0
KTTD,GHCND:USW00024242,2010-02-22,43.5,51.1,35.8,22.0,0.0
KTTD,GHCND:USW00024242,2010-02-23,43.6,51.3,35.9,21.0,0.0
KTTD,GHCND:USW00024242,2010-02-24,43.8,51.5,36.0,21.0,0.0
KTTD,GHCND:USW00024242,2010-02-25,43.9,51.8,36.1,21.0,0.0
KTTD,GHCND:USW00024242,2010-02-26,44.1,52.0,36.2,21.0,0.0
KTTD,GHCND:USW00024242,2010-02-27,44.3,52.3,36.3,21.0,0.0
KTTD,GHCND:USW00024242,2010-02-28,44.5,52.5,36.4,21.0,0.0
KTTD,GHCND:USW00024242,2010-03-01,44.7,52.8,36.6,20.0,0.0
KTTD,GHCND:USW00024242,2010-03-02,44.8,53.0,36.7,20.0,0.0
KTTD,GHCND:USW00024242,2010-03-03,45.0,53.3,36.8,20.0,0.0
KTTD,GHCND:USW00024242,2010-03-04,45.2,53.5,37.0,20.0,0.0
KTTD,GHCND:USW00024242,2010-03-05,45.4,53.8,37.1,20.0,0.0
KTTD,GHCND:USW00024242,2010-03-06,45.6,54.0,37.2,19.0,0.0
KTTD,GHCND:USW00024242,2010-03-07,45.8,54.3,37.4,19.0,0.0
KTTD,GHCND:USW00024242,2010-03-08,46.0,54.6,37.5,19.0,0.0
KTTD,GHCND:USW00024242,2010-03-09,46.2,54.8,37.6,19.0,0.0
KTTD,GHCND:USW00024242,2010-03-10,46.4,55.1,37.8,19.0,0.0
KTTD,GHCND:USW00024242,2010-03-11,46.6,55.3,37.9,18.0,0.0
KTTD,GHCND:USW00024242,2010-03-12,46.8,55.6,38.1,18.0,0.0
KTTD,GHCND:USW00024242,2010-03-13,47.0,55.8,38.2,18.0,0.0
KTTD,GHCND:USW00024242,2010-03-14,47.2,56.0,38.3,18.0,0.0
KTTD,GHCND:USW00024242,2010-03-15,47.4,56.3,38.5,18.0,0.0
KTTD,GHCND:USW00024242,2010-03-16,47.6,56.5,38.6,17.0,0.0
KTTD,GHCND:USW00024242,2010-03-17,47.7,56.7,38.7,17.0,0.0
KTTD,GHCND:USW00024242,2010-03-18,47.9,56.9,38.9,17.0,0.0
KTTD,GHCND:USW00024242,2010-03-19,48.1,57.1,39.0,17.0,0.0
KTTD,GHCND:USW00024242,2010-03-20,48.2,57.3,39.1,17.0,0.0
KTTD,GHCND:USW00024242,2010-03-21,48.4,57.5,39.2,17.0,0.0
KTTD,GHCND:USW00024242,2010-03-22,48.5,57.7,39.3,16.0,0.0
KTTD,GHCND:USW00024242,2010-03-23,48.7,57.9,39.4,16.0,0.0
KTTD,GHCND:USW00024242,2010-03-24,48.8,58.1,39.5,16.0,0.0
KTTD,GHCND:USW00024242,2010-03-25,48.9,58.3,39.6,16.0,0.0
KTTD,GHCND:USW00024242,2010-03-26,49.1,58.4,39.7,16.0,-7777.0
KTTD,GHCND:USW00024242,2010-03-27,49.2,58.6,39.8,16.0,-7777.0
KTTD,GHCND:USW00024242,2010-03-28,49.3,58.8,39.9,16.0,-7777.0
KTTD,GHCND:USW00024242,2010-03-29,49.4,58.9,39.9,16.0,-7777.0
KTTD,GHCND:USW00024242,2010-03-30,49.5,59.1,40.0,15.0,-7777.0
KTTD,GHCND:USW00024242,2010-03-31,49.6,59.2,40.1,15.0,-7777.0
KTTD,GHCND:USW00024242,2010-04-01,49.8,59.4,40.1,15.0,-7777.0
KTTD,GHCND:USW00024242,2010-04-02,49.9,59.5,40.2,15.0,-7777.0
KTTD,GHCND:USW00024242,2010-04-03,50.0,59.6,40.3,15.0,-7777.0
KTTD,GHCND:USW00024242,2010-04-04,50.0,59.8,40.3,15.0,-7777.0
KTTD,GHCND:USW00024242,2010-04-05,50.1,59.9,40.4,15.0,-7777.0
KTTD,GHCND:USW00024242,2010-04-06,50.2,60.1,40.4,15.0,-7777.0
KTTD,GHCND:USW00024242,2010-04-07,50.3,60.2,40.5,15.0,-7777.0
KTTD,GHCND:USW00024242,2010-04-08,50.4,60.3,40.5,15.0,-7777.0
KTTD,GHCND:USW00024242,2010-04-09,50.5,60.5,40.6,14.0,-7777.0
KTTD,GHCND:USW00024242,2010-04-10,50.6,60.6,40.6,14.0,-7777.0
KTTD,GHCND:USW00024242,2010-04-11,50.7,60.8,40.7,14.0,-7777.0
KTTD,GHCND:USW00024242,2010-04-12,50.8,60.9,40.8,14.0,-7777.0
KTTD,GHCND:USW00024242,2010-04-13,51.0,61.1,40.8,14.0,-7777.0
KTTD,GHCND:USW00024242,2010-04-14,51.1,61.3,40.9,14.0,-7777.0
KTTD,GHCND:USW00024242,2010-04-15,51.2,61.4,41.0,14.0,-7777.0
KTTD,GHCND:USW00024242,2010-04-16,51.3,61.6,41.0,14.0,-7777.0
KTTD,GHCND:USW00024242,2010-04-17,51.5,61.8,41.1,14.0,-7777.0
KTTD,GHCND:USW00024242,2010-04-18,51.6,62.0,41.2,13.0,-7777.0
KTTD,GHCND:USW00024242,2010-04-19,51.7,62.2,41.3,13.0,-7777.0
KTTD,GHCND:USW00024242,2010-04-20,51.9,62.4,41.4,13.0,-7777.0
KTTD,GHCND:USW00024242,2010-04-21,52.1,62.6,41.5,13.0,-7777.0
KTTD,GHCND:USW00024242,2010-04-22,52.2,62.8,41.7,13.0,-7777.0
KTTD,GHCND:USW00024242,2010-04-23,52.4,63.0,41.8,13.0,-7777.0
KTTD,GHCND:USW00024242,2010-04-24,52.6,63.2,41.9,12.0,-7777.0
KTTD,GHCND:USW00024242,2010-04-25,52.8,63.4,42.1,12.0,-7777.0
KTTD,GHCND:USW00024242,2010-04-26,52.9,63.7,42.2,12.0,-7777.0
KTTD,GHCND:USW00024242,2010-04-27,53.1,63.9,42.4,12.0,-7777.0
KTTD,GHCND:USW00024242,2010-04-28,53.4,64.1,42.6,12.0,-7777.0
KTTD,GHCND:USW00024242,2010-04-29,53.6,64.4,42.7,12.0,-7777.0
KTTD,GHCND:USW00024242,2010-04-30,53.8,64.6,42.9,11.0,-7777.0
KTTD,GHCND:USW00024242,2010-05-01,54.0,64.9,43.1,11.0,-7777.0
KTTD,GHCND:USW00024242,2010-05-02,54.2,65.1,43.3,11.0,-7777.0
KTTD,GHCND:USW00024242,2010-05-03,54.5,65.4,43.5,11.0,-7777.0
KTTD,GHCND:USW00024242,2010-05-04,54.7,65.6,43.7,11.0,-7777.0
KTTD,GHCND:USW00024242,2010-05-05,54.9,65.9,43.9,10.0,-7777.0
KTTD,GHCND:USW00024242,2010-05-06,55.2,66.2,44.2,10.0,-7777.0
KTTD,GHCND:USW00024242,2010-05-07,55.4,66.4,44.4,10.0,-7777.0
KTTD,GHCND:USW00024242,2010-05-08,55.6,66.7,44.6,10.0,-7777.0
KTTD,GHCND:USW00024242,2010-05-09,55.9,66.9,44.8,9.0,-7777.0
KTTD,GHCND:USW00024242,2010-05-10,56.1,67.2,45.1,9.0,-7777.0
KTTD,GHCND:USW00024242,2010-05-11,56.4,67.4,45.3,9.0,-7777.0
KTTD,GHCND:USW00024242,2010-05-12,56.6,67.7,45.5,9.0,-7777.0
KTTD,GHCND:USW00024242,2010-05-13,56.8,67.9,45.7,9.0,-7777.0
KTTD,GHCND:USW00024242,2010-05-14,57.1,68.1,46.0,8.0,-7777.0
KTTD,GHCND:USW00024242,2010-05-15,57.3,68.4,46.2,8.0,-7777.0
KTTD,GHCND:USW00024242,2010-05-16,57.5,68.6,46.4,8.0,-7777.0
KTTD,GHCND:USW00024242,2010-05-17,57.7,68.8,46.6,8.0,-7777.0
KTTD,GHCND:USW00024242,2010-05-18,57.9,69.0,46.9,8.0,1.0
KTTD,GHCND:USW00024242,2010-05-19,58.1,69.2,47.1,7.0,1.0
KTTD,GHCND:USW00024242,2010-05-20,58.3,69.4,47.3,7.0,1.0
KTTD,GHCND:USW00024242,2010-05-21,58.5,69.6,47.5,7.0,1.0
KTTD,GHCND:USW00024242,2010-05-22,58.7,69.8,47.7,7.0,1.0
KTTD,GHCND:USW00024242,2010-05-23,58.9,70.0,47.8,7.0,1.0
KTTD,GHCND:USW00024242,2010-05-24,59.1,70.2,48.0,7.0,1.0
KTTD,GHCND:USW00024242,2010-05-25,59.3,70.4,48.2,6.0,1.0
KTTD,GHCND:USW00024242,2010-05-26,59.5,70.5,48.4,6.0,1.0
KTTD,GHCND:USW00024242,2010-05-27,59.6,70.7,48.5,6.0,1.0
KTTD,GHCND:USW00024242,2010-05-28,59.8,70.9,48.7,6.0,1.0
KTTD,GHCND:USW00024242,2010-05-29,59.9,71.0,48.8,6.0,1.0
KTTD,GHCND:USW00024242,2010-05-30,60.1,71.2,49.0,6.0,1.0
KTTD,GHCND:USW00024242,2010-05-31,60.2,71.3,49.1,6.0,1.0
KTTD,GHCND:USW00024242,2010-06-01,60.4,71.5,49.2,6.0,1.0
KTTD,GHCND:USW00024242,2010-06-02,60.5,71.7,49.3,5.0,1.0
KTTD,GHCND:USW00024242,2010-06-03,60.6,71.8,49.4,5.0,1.0
KTTD,GHCND:USW00024242,2010-06-04,60.8,72.0,49.6,5.0,1.0
KTTD,GHCND:USW00024242,2010-06-05,60.9,72.1,49.7,5.0,1.0
KTTD,GHCND:USW00024242,2010-06-06,61.0,72.3,49.8,5.0,1.0
KTTD,GHCND:USW00024242,2010-06-07,61.1,72.4,49.9,5.0,1.0
KTTD,GHCND:USW00024242,2010-06-08,61.3,72.6,49.9,5.0,1.0
KTTD,GHCND:USW00024242,2010-06-09,61.4,72.8,50.0,5.0,1.0
KTTD,GHCND:USW00024242,2010-06-10,61.5,72.9,50.1,5.0,1.0
KTTD,GHCND:USW00024242,2010-06-11,61.7,73.1,50.2,4.0,1.0
KTTD,GHCND:USW00024242,2010-06-12,61.8,73.3,50.3,4.0,1.0
KTTD,GHCND:USW00024242,2010-06-13,61.9,73.5,50.4,4.0,1.0
KTTD,GHCND:USW00024242,2010-06-14,62.1,73.7,50.4,4.0,1.0
KTTD,GHCND:USW00024242,2010-06-15,62.2,73.9,50.5,4.0,1.0
KTTD,GHCND:USW00024242,2010-06-16,62.3,74.1,50.6,4.0,1.0
KTTD,GHCND:USW00024242,2010-06-17,62.5,74.3,50.7,4.0,1.0
KTTD,GHCND:USW00024242,2010-06-18,62.6,74.5,50.8,4.0,1.0
KTTD,GHCND:USW00024242,2010-06-19,62.8,74.7,50.9,4.0,2.0
KTTD,GHCND:USW00024242,2010-06-20,63.0,75.0,51.0,4.0,2.0
KTTD,GHCND:USW00024242,2010-06-21,63.1,75.2,51.1,3.0,2.0
KTTD,GHCND:USW00024242,2010-06-22,63.3,75.5,51.2,3.0,2.0
KTTD,GHCND:USW00024242,2010-06-23,63.5,75.7,51.3,3.0,2.0
KTTD,GHCND:USW00024242,2010-06-24,63.7,76.0,51.4,3.0,2.0
KTTD,GHCND:USW00024242,2010-06-25,63.8,76.2,51.5,3.0,2.0
KTTD,GHCND:USW00024242,2010-06-26,64.0,76.5,51.6,3.0,2.0
KTTD,GHCND:USW00024242,2010-06-27,64.2,76.8,51.7,3.0,2.0
KTTD,GHCND:USW00024242,2010-06-28,64.4,77.1,51.8,3.0,2.0
KTTD,GHCND:USW00024242,2010-06-29,64.6,77.3,51.9,2.0,2.0
KTTD,GHCND:USW00024242,2010-06-30,64.8,77.6,52.1,2.0,2.0
KTTD,GHCND:USW00024242,2010-07-01,65.0,77.9,52.2,2.0,2.0
KTTD,GHCND:USW00024242,2010-07-02,65.3,78.2,52.3,2.0,2.0
KTTD,GHCND:USW00024242,2010-07-03,65.5,78.5,52.5,2.0,2.0
KTTD,GHCND:USW00024242,2010-07-04,65.7,78.8,52.6,2.0,2.0
KTTD,GHCND:USW00024242,2010-07-05,65.9,79.1,52.7,2.0,2.0
KTTD,GHCND:USW00024242,2010-07-06,66.1,79.3,52.9,1.0,3.0
KTTD,GHCND:USW00024242,2010-07-07,66.3,79.6,53.0,1.0,3.0
KTTD,GHCND:USW00024242,2010-07-08,66.5,79.9,53.2,1.0,3.0
KTTD,GHCND:USW00024242,2010-07-09,66.7,80.2,53.3,1.0,3.0
KTTD,GHCND:USW00024242,2010-07-10,66.9,80.4,53.4,1.0,3.0
KTTD,GHCND:USW00024242,2010-07-11,67.1,80.7,53.6,1.0,3.0
KTTD,GHCND:USW00024242,2010-07-12,67.3,80.9,53.7,1.0,3.0
KTTD,GHCND:USW00024242,2010-07-13,67.5,81.2,53.8,1.0,3.0
KTTD,GHCND:USW00024242,2010-07-14,67.7,81.4,54.0,1.0,4.0
KTTD,GHCND:USW00024242,2010-07-15,67.9,81.6,54.1,1.0,4.0
KTTD,GHCND:USW00024242,2010-07-16,68.0,81.8,54.2,1.0,4.0
KTTD,GHCND:USW00024242,2010-07-17,68.2,82.0,54.3,1.0,4.0
KTTD,GHCND:USW00024242,2010-07-18,68.3,82.2,54.4,1.0,4.0
KTTD,GHCND:USW00024242,2010-07-19,68.5,82.4,54.5,1.0,4.0
KTTD,GHCND:USW00024242,2010-07-20,68.6,82.5,54.6,1.0,4.0
KTTD,GHCND:USW00024242,2010-07-21,68.7,82.7,54.7,1.0,4.0
KTTD,GHCND:USW00024242,2010-07-22,68.8,82.8,54.8,1.0,5.0
KTTD,GHCND:USW00024242,2010-07-23,68.9,82.9,54.9,1.0,5.0
KTTD,GHCND:USW00024242,2010-07-24,69.0,83.1,54.9,1.0,5.0
KTTD,GHCND:USW00024242,2010-07-25,69.1,83.1,55.0,1.0,5.0
KTTD,GHCND:USW00024242,2010-07-26,69.1,83.2,55.0,1.0,5.0
KTTD,GHCND:USW00024242,2010-07-27,69.2,83.3,55.0,1.0,5.0
KTTD,GHCND:USW00024242,2010-07-28,69.2,83.3,55.1,1.0,5.0
KTTD,GHCND:USW00024242,2010-07-29,69.2,83.4,55.1,1.0,5.0
KTTD,GHCND:USW00024242,2010-07-30,69.3,83.4,55.1,1.0,5.0
KTTD,GHCND:USW00024242,2010-07-31,69.3,83.4,55.1,1.0,5.0
KTTD,GHCND:USW00024242,2010-08-01,69.2,83.4,55.1,1.0,5.0
KTTD,GHCND:USW00024242,2010-08-02,69.2,83.4,55.1,1.0,5.0
KTTD,GHCND:USW00024242,2010-08-03,69.2,83.4,55.0,1.0,5.0
KTTD,GHCND:USW00024242,2010-08-04,69.2,83.4,55.0,1.0,5.0
KTTD,GHCND:USW00024242,2010-08-05,69.1,83.3,54.9,1.0,5.0
KTTD,GHCND:USW00024242,2010-08-06,69.1,83.3,54.9,1.0,5.0
KTTD,GHCND:USW00024242,2010-08-07,69.0,83.2,54.8,1.0,5.0
KTTD,GHCND:USW00024242,2010-08-08,68.9,83.1,54.7,1.0,5.0
KTTD,GHCND:USW00024242,2010-08-09,68.9,83.0,54.7,1.0,5.0
KTTD,GHCND:USW00024242,2010-08-10,68.8,83.0,54.6,1.0,4.0
KTTD,GHCND:USW00024242,2010-08-11,68.7,82.9,54.5,1.0,4.0
KTTD,GHCND:USW00024242,2010-08-12,68.6,82.8,54.4,1.0,4.0
KTTD,GHCND:USW00024242,2010-08-13,68.5,82.6,54.3,1.0,4.0
KTTD,GHCND:USW00024242,2010-08-14,68.4,82.5,54.2,1.0,4.0
KTTD,GHCND:USW00024242,2010-08-15,68.2,82.4,54.1,1.0,4.0
KTTD,GHCND:USW00024242,2010-08-16,68.1,82.3,54.0,1.0,4.0
KTTD,GHCND:USW00024242,2010-08-17,68.0,82.2,53.8,1.0,4.0
KTTD,GHCND:USW00024242,2010-08-18,67.9,82.0,53.7,1.0,4.0
KTTD,GHCND:USW00024242,2010-08-19,67.7,81.9,53.6,1.0,4.0
KTTD,GHCND:USW00024242,2010-08-20,67.6,81.8,53.5,1.0,4.0
KTTD,GHCND:USW00024242,2010-08-21,67.5,81.6,53.3,1.0,3.0
KTTD,GHCND:USW00024242,2010-08-22,67.3,81.5,53.2,1.0,3.0
KTTD,GHCND:USW00024242,2010-08-23,67.2,81.3,53.1,1.0,3.0
KTTD,GHCND:USW00024242,2010-08-24,67.1,81.2,52.9,1.0,3.0
KTTD,GHCND:USW00024242,2010-08-25,66.9,81.0,52.8,1.0,3.0
KTTD,GHCND:USW00024242,2010-08-26,66.8,80.9,52.7,1.0,3.0
KTTD,GHCND:USW00024242,2010-08-27,66.6,80.7,52.5,1.0,3.0
KTTD,GHCND:USW00024242,2010-08-28,66.5,80.5,52.4,1.0,3.0
KTTD,GHCND:USW00024242,2010-08-29,66.3,80.4,52.2,1.0,3.0
KTTD,GHCND:USW00024242,2010-08-30,66.1,80.2,52.1,2.0,3.0
KTTD,GHCND:USW00024242,2010-08-31,66.0,80.0,52.0,2.0,3.0
KTTD,GHCND:USW00024242,2010-09-01,65.8,79.8,51.8,2.0,3.0
KTTD,GHCND:USW00024242,2010-09-02,65.7,79.6,51.7,2.0,2.0
KTTD,GHCND:USW00024242,2010-09-03,65.5,79.4,51.5,2.0,2.0
KTTD,GHCND:USW00024242,2010-09-04,65.3,79.2,51.4,2.0,2.0
KTTD,GHCND:USW00024242,2010-09-05,65.1,79.0,51.2,2.0,2.0
KTTD,GHCND:USW00024242,2010-09-06,65.0,78.8,51.1,2.0,2.0
KTTD,GHCND:USW00024242,2010-09-07,64.8,78.6,50.9,2.0,2.0
KTTD,GHCND:USW00024242,2010-09-08,64.6,78.4,50.8,2.0,2.0
KTTD,GHCND:USW00024242,2010-09-09,64.4,78.1,50.6,2.0,2.0
KTTD,GHCND:USW00024242,2010-09-10,64.2,77.9,50.5,3.0,2.0
KTTD,GHCND:USW00024242,2010-09-11,64.0,77.6,50.3,3.0,2.0
KTTD,GHCND:USW00024242,2010-09-12,63.8,77.4,50.2,3.0,2.0
KTTD,GHCND:USW00024242,2010-09-13,63.6,77.1,50.0,3.0,2.0
KTTD,GHCND:USW00024242,2010-09-14,63.3,76.8,49.9,3.0,1.0
KTTD,GHCND:USW00024242,2010-09-15,63.1,76.5,49.7,3.0,1.0
KTTD,GHCND:USW00024242,2010-09-16,62.9,76.2,49.5,3.0,1.0
KTTD,GHCND:USW00024242,2010-09-17,62.6,75.9,49.3,4.0,1.0
KTTD,GHCND:USW00024242,2010-09-18,62.4,75.6,49.2,4.0,1.0
KTTD,GHCND:USW00024242,2010-09-19,62.1,75.2,49.0,4.0,1.0
KTTD,GHCND:USW00024242,2010-09-20,61.8,74.9,48.8,4.0,1.0
KTTD,GHCND:USW00024242,2010-09-21,61.6,74.5,48.6,4.0,1.0
KTTD,GHCND:USW00024242,2010-09-22,61.3,74.2,48.4,5.0,1.0
KTTD,GHCND:USW00024242,2010-09-23,61.0,73.8,48.2,5.0,1.0
KTTD,GHCND:USW00024242,2010-09-24,60.7,73.4,48.1,5.0,1.0
KTTD,GHCND:USW00024242,2010-09-25,60.4,73.0,47.9,5.0,1.0
KTTD,GHCND:USW00024242,2010-09-26,60.1,72.6,47.7,6.0,1.0
KTTD,GHCND:USW00024242,2010-09-27,59.8,72.2,47.5,6.0,1.0
KTTD,GHCND:USW00024242,2010-09-28,59.5,71.8,47.2,6.0,1.0
KTTD,GHCND:USW00024242,2010-09-29,59.2,71.4,47.0,6.0,-7777.0
KTTD,GHCND:USW00024242,2010-09-30,58.9,71.0,46.8,7.0,-7777.0
KTTD,GHCND:USW00024242,2010-10-01,58.6,70.5,46.6,7.0,-7777.0
KTTD,GHCND:USW00024242,2010-10-02,58.3,70.1,46.4,7.0,-7777.0
KTTD,GHCND:USW00024242,2010-10-03,57.9,69.7,46.2,7.0,-7777.0
KTTD,GHCND:USW00024242,2010-10-04,57.6,69.2,46.0,8.0,-7777.0
KTTD,GHCND:USW00024242,2010-10-05,57.3,68.8,45.8,8.0,-7777.0
KTTD,GHCND:USW00024242,2010-10-06,56.9,68.3,45.6,8.0,-7777.0
KTTD,GHCND:USW00024242,2010-10-07,56.6,67.9,45.4,9.0,-7777.0
KTTD,GHCND:USW00024242,2010-10-08,56.3,67.4,45.2,9.0,-7777.0
KTTD,GHCND:USW00024242,2010-10-09,56.0,67.0,44.9,9.0,-7777.0
KTTD,GHCND:USW00024242,2010-10-10,55.6,66.5,44.7,9.0,-7777.0
KTTD,GHCND:USW00024242,2010-10-11,55.3,66.1,44.5,10.0,-7777.0
KTTD,GHCND:USW00024242,2010-10-12,55.0,65.6,44.3,10.0,-7777.0
KTTD,GHCND:USW00024242,2010-10-13,54.7,65.2,44.1,10.0,-7777.0
KTTD,GHCND:USW00024242,2010-10-14,54.3,64.7,43.9,11.0,-7777.0
KTTD,GHCND:USW00024242,2010-10-15,54.0,64.3,43.8,11.0,-7777.0
KTTD,GHCND:USW00024242,2010-10-16,53.7,63.9,43.6,11.0,-7777.0
KTTD,GHCND:USW00024242,2010-10-17,53.4,63.4,43.4,12.0,-7777.0
KTTD,GHCND:USW00024242,2010-10-18,53.1,63.0,43.2,12.0,-7777.0
KTTD,GHCND:USW00024242,2010-10-19,52.8,62.6,43.0,12.0,-7777.0
KTTD,GHCND:USW00024242,2010-10-20,52.5,62.2,42.9,13.0,-7777.0
KTTD,GHCND:USW00024242,2010-10-21,52.2,61.8,42.7,13.0,-7777.0
KTTD,GHCND:USW00024242,2010-10-22,51.9,61.3,42.5,13.0,-7777.0
KTTD,GHCND:USW00024242,2010-10-23,51.7,60.9,42.4,13.0,-7777.0
KTTD,GHCND:USW00024242,2010-10-24,51.4,60.5,42.2,14.0,-7777.0
KTTD,GHCND:USW00024242,2010-10-25,51.1,60.2,42.1,14.0,-7777.0
KTTD,GHCND:USW00024242,2010-10-26,50.8,59.8,41.9,14.0,-7777.0
KTTD,GHCND:USW00024242,2010-10-27,50.6,59.4,41.8,14.0,-7777.0
KTTD,GHCND:USW00024242,2010-10-28,50.3,59.0,41.6,15.0,-7777.0
KTTD,GHCND:USW00024242,2010-10-29,50.1,58.6,41.5,15.0,-7777.0
KTTD,GHCND:USW00024242,2010-10-30,49.8,58.3,41.3,15.0,-7777.0
KTTD,GHCND:USW00024242,2010-10-31,49.5,57.9,41.2,15.0,0.0
KTTD,GHCND:USW00024242,2010-11-01,49.3,57.5,41.1,16.0,0.0
KTTD,GHCND:USW00024242,2010-11-02,49.0,57.2,40.9,16.0,0.0
KTTD,GHCND:USW00024242,2010-11-03,48.8,56.8,40.8,16.0,0.0
KTTD,GHCND:USW00024242,2010-11-04,48.5,56.5,40.6,16.0,0.0
KTTD,GHCND:USW00024242,2010-11-05,48.3,56.1,40.5,17.0,0.0
KTTD,GHCND:USW00024242,2010-11-06,48.1,55.8,40.4,17.0,0.0
KTTD,GHCND:USW00024242,2010-11-07,47.8,55.4,40.2,17.0,0.0
KTTD,GHCND:USW00024242,2010-11-08,47.6,55.1,40.1,17.0,0.0
KTTD,GHCND:USW00024242,2010-11-09,47.3,54.7,39.9,18.0,0.0
KTTD,GHCND:USW00024242,2010-11-10,47.1,54.4,39.8,18.0,0.0
KTTD,GHCND:USW00024242,2010-11-11,46.8,54.0,39.6,18.0,0.0
KTTD,GHCND:USW00024242,2010-11-12,46.6,53.7,39.4,18.0,0.0
KTTD,GHCND:USW00024242,2010-11-13,46.3,53.3,39.3,19.0,0.0
