station,ghcnd_id,note,date,DLY-TAVG-NORMAL,DLY-TMAX-NORMAL,DLY-TMIN-NORMAL,DLY-HTDD-NORMAL,DLY-CLDD-NORMAL
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-01-17,36.8,42.4,31.2,28.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-01-18,36.9,42.5,31.3,28.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-01-19,37.0,42.7,31.3,28.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-01-20,37.1,42.9,31.3,28.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-01-21,37.2,43.0,31.4,28.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-01-22,37.3,43.2,31.4,28.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-01-23,37.4,43.4,31.4,28.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-01-24,37.5,43.5,31.4,28.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-01-25,37.5,43.7,31.4,27.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-01-26,37.6,43.8,31.4,27.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-01-27,37.7,44.0,31.4,27.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-01-28,37.8,44.2,31.4,27.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-01-29,37.9,44.3,31.4,27.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-01-30,37.9,44.5,31.4,27.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-01-31,38.0,44.7,31.4,27.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-02-01,38.1,44.8,31.3,27.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-02-02,38.2,45.0,31.3,27.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-02-03,38.3,45.2,31.3,27.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-02-04,38.3,45.4,31.3,27.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-02-05,38.4,45.6,31.3,27.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-02-06,38.5,45.8,31.3,26.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-02-07,38.6,46.0,31.3,26.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-02-08,38.7,46.2,31.3,26.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-02-09,38.9,46.4,31.3,26.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-02-10,39.0,46.6,31.3,26.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-02-11,39.1,46.9,31.4,26.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-02-12,39.3,47.1,31.4,26.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-02-13,39.4,47.4,31.4,26.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-02-14,39.6,47.6,31.5,25.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-02-15,39.7,47.9,31.5,25.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-02-16,39.9,48.2,31.6,25.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-02-17,40.1,48.4,31.7,25.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-02-18,40.3,48.7,31.8,25.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-02-19,40.5,49.0,31.9,25.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-02-20,40.7,49.3,32.0,24.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-02-21,40.9,49.6,32.1,24.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-02-22,41.1,50.0,32.2,24.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-02-23,41.3,50.3,32.4,24.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-02-24,41.6,50.6,32.5,23.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-02-25,41.8,51.0,32.7,23.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-02-26,42.1,51.3,32.9,23.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-02-27,42.3,51.6,33.1,23.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-02-28,42.6,52.0,33.2,22.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-03-01,42.9,52.3,33.4,22.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-03-02,43.2,52.7,33.6,22.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-03-03,43.4,53.0,33.9,22.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-03-04,43.7,53.4,34.1,21.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-03-05,44.0,53.7,34.3,21.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-03-06,44.3,54.1,34.5,21.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-03-07,44.6,54.4,34.7,20.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-03-08,44.8,54.7,35.0,20.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-03-09,45.1,55.1,35.2,20.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-03-10,45.4,55.4,35.4,20.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-03-11,45.7,55.7,35.6,19.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-03-12,46.0,56.0,35.9,19.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-03-13,46.2,56.4,36.1,19.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-03-14,46.5,56.7,36.3,19.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-03-15,46.7,57.0,36.5,18.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-03-16,47.0,57.3,36.7,18.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-03-17,47.3,57.5,37.0,18.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-03-18,47.5,57.8,37.2,18.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-03-19,47.7,58.1,37.4,17.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-03-20,48.0,58.4,37.6,17.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-03-21,48.2,58.6,37.7,17.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-03-22,48.4,58.9,37.9,17.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-03-23,48.6,59.1,38.1,16.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-03-24,48.8,59.3,38.3,16.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-03-25,49.0,59.6,38.4,16.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-03-26,49.2,59.8,38.6,16.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-03-27,49.4,60.0,38.8,16.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-03-28,49.6,60.2,38.9,15.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-03-29,49.7,60.4,39.0,15.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-03-30,49.9,60.6,39.2,15.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-03-31,50.1,60.8,39.3,15.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-04-01,50.2,61.0,39.4,15.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-04-02,50.4,61.2,39.6,15.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-04-03,50.6,61.4,39.7,14.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-04-04,50.7,61.6,39.8,14.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-04-05,50.9,61.8,39.9,14.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-04-06,51.0,62.0,40.1,14.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-04-07,51.2,62.2,40.2,14.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-04-08,51.4,62.5,40.3,14.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-04-09,51.5,62.7,40.4,13.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-04-10,51.7,62.9,40.5,13.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-04-11,51.9,63.1,40.7,13.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-04-12,52.1,63.3,40.8,13.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-04-13,52.2,63.6,40.9,13.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-04-14,52.4,63.8,41.1,13.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-04-15,52.6,64.1,41.2,12.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-04-16,52.8,64.3,41.4,12.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-04-17,53.0,64.6,41.5,12.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-04-18,53.3,64.8,41.7,12.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-04-19,53.5,65.1,41.9,12.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-04-20,53.7,65.4,42.0,11.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-04-21,53.9,65.7,42.2,11.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-04-22,54.2,66.0,42.4,11.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-04-23,54.4,66.3,42.6,11.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-04-24,54.7,66.6,42.8,10.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-04-25,55.0,66.9,43.1,10.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-04-26,55.2,67.2,43.3,10.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-04-27,55.5,67.5,43.5,10.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-04-28,55.8,67.8,43.8,9.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-04-29,56.1,68.1,44.0,9.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-04-30,56.4,68.5,44.3,9.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-05-01,56.7,68.8,44.5,9.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-05-02,56.9,69.1,44.8,8.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-05-03,57.2,69.4,45.1,8.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-05-04,57.5,69.8,45.3,8.0,1.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-05-05,57.8,70.1,45.6,8.0,1.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-05-06,58.1,70.4,45.9,7.0,1.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-05-07,58.4,70.7,46.2,7.0,1.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-05-08,58.7,71.0,46.5,7.0,1.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-05-09,59.0,71.3,46.8,7.0,1.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-05-10,59.3,71.6,47.1,6.0,1.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-05-11,59.6,71.9,47.3,6.0,1.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-05-12,59.9,72.2,47.6,6.0,1.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-05-13,60.2,72.4,47.9,6.0,1.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-05-14,60.5,72.7,48.2,6.0,1.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-05-15,60.7,73.0,48.5,5.0,1.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-05-16,61.0,73.2,48.8,5.0,1.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-05-17,61.2,73.4,49.0,5.0,1.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-05-18,61.5,73.7,49.3,5.0,1.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-05-19,61.7,73.9,49.6,4.0,1.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-05-20,62.0,74.1,49.8,4.0,1.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-05-21,62.2,74.3,50.1,4.0,1.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-05-22,62.4,74.5,50.3,4.0,1.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-05-23,62.6,74.7,50.5,4.0,2.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-05-24,62.8,74.9,50.8,4.0,2.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-05-25,63.0,75.1,51.0,4.0,2.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-05-26,63.2,75.2,51.2,4.0,2.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-05-27,63.4,75.4,51.4,3.0,2.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-05-28,63.6,75.5,51.6,3.0,2.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-05-29,63.8,75.7,51.8,3.0,2.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-05-30,63.9,75.9,52.0,3.0,2.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-05-31,64.1,76.0,52.2,3.0,2.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-06-01,64.3,76.2,52.4,3.0,2.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-06-02,64.4,76.3,52.6,3.0,2.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-06-03,64.6,76.5,52.7,3.0,2.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-06-04,64.7,76.6,52.9,3.0,2.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-06-05,64.9,76.8,53.1,2.0,2.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-06-06,65.1,76.9,53.2,2.0,2.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-06-07,65.2,77.1,53.4,2.0,2.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-06-08,65.4,77.3,53.5,2.0,2.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-06-09,65.6,77.4,53.7,2.0,3.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-06-10,65.7,77.6,53.8,2.0,3.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-06-11,65.9,77.8,54.0,2.0,3.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-06-12,66.1,78.0,54.2,2.0,3.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-06-13,66.3,78.2,54.3,2.0,3.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-06-14,66.4,78.4,54.5,2.0,3.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-06-15,66.6,78.6,54.6,2.0,3.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-06-16,66.8,78.9,54.8,1.0,3.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-06-17,67.0,79.1,55.0,1.0,3.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-06-18,67.3,79.4,55.1,1.0,4.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-06-19,67.5,79.7,55.3,1.0,4.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-06-20,67.7,79.9,55.5,1.0,4.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-06-21,67.9,80.2,55.7,1.0,4.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-06-22,68.2,80.5,55.9,1.0,4.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-06-23,68.4,80.8,56.0,1.0,4.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-06-24,68.7,81.1,56.2,1.0,5.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-06-25,68.9,81.4,56.4,1.0,5.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-06-26,69.2,81.8,56.6,1.0,5.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-06-27,69.5,82.1,56.8,1.0,5.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-06-28,69.8,82.4,57.1,1.0,5.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-06-29,70.0,82.8,57.3,1.0,6.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-06-30,70.3,83.1,57.5,-7777.0,6.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-07-01,70.6,83.5,57.7,-7777.0,6.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-07-02,70.9,83.8,57.9,-7777.0,6.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-07-03,71.2,84.2,58.1,-7777.0,6.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-07-04,71.4,84.5,58.4,-7777.0,7.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-07-05,71.7,84.9,58.6,-7777.0,7.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-07-06,72.0,85.2,58.8,-7777.0,7.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-07-07,72.3,85.5,59.0,-7777.0,7.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-07-08,72.6,85.9,59.2,-7777.0,8.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-07-09,72.8,86.2,59.4,-7777.0,8.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-07-10,73.1,86.5,59.7,-7777.0,8.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-07-11,73.3,86.8,59.9,-7777.0,8.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-07-12,73.6,87.1,60.1,-7777.0,9.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-07-13,73.8,87.4,60.2,-7777.0,9.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-07-14,74.0,87.6,60.4,-7777.0,9.0
